Timestamp,What age group do you fall under?,Which is your gender?,What would you say accurately matches your personality in a group discussion?,Choose all the options that are close to where you reside.,How often do you eat from fast foods each month?,What does your purchase mostly consist of?  [Nigerian dishes],What does your purchase mostly consist of?  [Burger],What does your purchase mostly consist of?  [Pizza],What does your purchase mostly consist of?  [Small chops],What does your purchase mostly consist of?  [Shawarma],What do you look for when choosing a fast food restaurant?,Which of the following have you been to at least twice in the last 2 months,"When it comes to ordering, which do you prefer the most?",What is the best way to reach you for special offers/Discounts?,What about a fast food restaurant endears you to them? [Their special offers],What about a fast food restaurant endears you to them? [The quality],What about a fast food restaurant endears you to them? [Value for your money],What about a fast food restaurant endears you to them? [Excellent service],What about a fast food restaurant endears you to them? [Convenience],What about a fast food restaurant endears you to them? [Price],What about a fast food restaurant endears you to them? [Social media savviness],What do you consider yourself to be the most?
2018/09/08 5:53:57 PM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Victoria Island;Lekki Phase 1,7 - 10,Likely,Likely,Most likely,Most likely,Likely,Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Indifferent,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Indifferent,A Pizza Connoisseur
2018/09/08 6:01:13 PM GMT+1,18 - 24,Female,"Passionate, I sometimes over talk.",,2 - 3,Most likely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Closest place,Domino's Pizza,Order online and get delivered;Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/08 6:08:01 PM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Gbagada,2 - 3,Highly Unlikely,Likely,Most likely,Most likely,Likely,Value for your money,Domino's Pizza,Order in a physical store and dine in,Via SMS,Indifferent,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Agree,A Jollof Warrior
2018/09/08 6:09:07 PM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Lekki Phase 1,2 - 3,Highly Unlikely,Likely,Most likely,Most likely,Most likely,Value for your money,Domino's Pizza;Debonair's Pizza,Order online and get delivered,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Indifferent,Small Chops Supremacist
2018/09/08 6:09:19 PM GMT+1,18 - 24,Female,"Shy, but I hold my own.",Gbagada,2 - 3,Highly Unlikely,Likely,Likely,Likely,Most likely,Value for your money,Domino's Pizza;Chicken Republic ,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Indifferent,All of the above
2018/09/08 6:12:59 PM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Lekki Phase 1,More than 10,Most likely,Highly Unlikely,Highly Unlikely,Likely,Likely,Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via Emails,Agree,Agree,Agree,Agree,Agree,Agree,Indifferent,Small Chops Supremacist
2018/09/08 6:13:33 PM GMT+1,40+,Male,"Passionate, I sometimes over talk.",Gbagada,4 - 6,Highly Unlikely,Likely,Most likely,Likely,Most likely,Vast menu options;Quality;Value for your money,Domino's Pizza,Order online and get delivered,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Pizza Connoisseur
2018/09/08 6:17:55 PM GMT+1,18 - 24,Female,"Passionate, I sometimes over talk.",Lekki Phase 1,2 - 3,Likely,Most likely,Likely,Highly Unlikely,Most likely,Cheapest place,Domino's Pizza,Order online and get delivered,Via SMS,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Indifferent,A Burger Elitist
2018/09/08 6:21:19 PM GMT+1,35 - 39,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island,More than 10,Likely,Highly Unlikely,Likely,Highly Unlikely,Likely,Vast menu options;Quality,Domino's Pizza;Debonair's Pizza,Order online and pick up,Via SMS,Indifferent,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,A Jollof Warrior
2018/09/08 6:21:25 PM GMT+1,18 - 24,Female,"Shy, but I hold my own.",,2 - 3,Most likely,Likely,Most likely,Highly Unlikely,Most likely,Quality,Domino's Pizza,Order online and get delivered,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Shawarma Expert
2018/09/08 6:23:22 PM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,4 - 6,Likely,Likely,Most likely,Most likely,Most likely,Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via Emails,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Pizza Connoisseur
2018/09/08 6:30:37 PM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,7 - 10,Most likely,Most likely,Highly Unlikely,Most likely,Most likely,Closest place;Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza;Milano Pizza;Pizzeria ,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Shawarma expert, burger elitist, small chops supremacist"
2018/09/08 6:47:36 PM GMT+1,35 - 39,Female,"Shy, but I hold my own.",Gbagada,2 - 3,Likely,Highly Unlikely,Likely,Most likely,Most likely,Closest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in;Order online and pick up;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Pizza Connoisseur
2018/09/08 6:49:35 PM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),,4 - 6,Most likely,Highly Unlikely,Likely,Likely,Likely,Closest place;Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/08 6:49:50 PM GMT+1,25 - 34,Male,"Passionate, I sometimes over talk.",Victoria Island;Ikoyi,7 - 10,Most likely,Highly Unlikely,Most likely,Most likely,Likely,Closest place;Vast menu options;Quality;Value for your money,"Domino's Pizza;Debonair's Pizza;KFC, Tantalizers, Chicken Republic",Order online and get delivered;Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Indifferent,A Jollof Warrior
2018/09/08 6:52:12 PM GMT+1,25 - 34,Female,"Shy, but I hold my own.",Gbagada,4 - 6,Most likely,Likely,Likely,Likely,Highly Unlikely,Value for your money,Surulere mall,Order in a physical store and takeaway,An app belonging to the restaurant,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/08 6:53:58 PM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,2 - 3,Most likely,Highly Unlikely,Likely,Likely,Likely,Closest place;Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/08 6:58:21 PM GMT+1,35 - 39,Male,"Shy, but I hold my own.",Magodo;Gbagada,More than 10,Likely,Likely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Vast menu options;Quality;Value for your money,Domino's Pizza;Debonair's Pizza,Order online and get delivered;Order in a physical store and dine in,Via Emails,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Indifferent,A Burger Elitist
2018/09/08 7:13:57 PM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Lekki Phase 1,2 - 3,Most likely,Likely,Most likely,Likely,Most likely,Quality,Domino's Pizza,Order in a physical store and dine in,Via SMS,Indifferent,Agree,Agree,Agree,Agree,Agree,Agree,A Jollof Warrior
2018/09/08 7:18:23 PM GMT+1,35 - 39,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,4 - 6,Likely,Likely,Likely,Most likely,Likely,Quality,Domino's Pizza,Order in a physical store and takeaway,An app belonging to the restaurant,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Indifferent,Indifferent,Small Chops Supremacist
2018/09/08 7:19:48 PM GMT+1,35 - 39,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,4 - 6,Likely,Highly Unlikely,Likely,Likely,Likely,Value for your money,Domino's Pizza;Mr Biggs,Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Meat/Chicken pie bender
2018/09/08 7:22:25 PM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo;Ikoyi,2 - 3,Likely,Likely,Most likely,Likely,Most likely,Quality;Value for your money,Domino's Pizza,Order online and pick up,Via SMS,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Indifferent,Agree,A Shawarma Expert
2018/09/08 7:27:10 PM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,More than 10,Most likely,Highly Unlikely,Likely,Likely,Likely,Quality,Domino's Pizza,Order online and get delivered,Via SMS,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Indifferent,Indifferent,A Jollof Warrior
2018/09/08 7:37:05 PM GMT+1,18 - 24,Male,"Shy, but I hold my own.",Lekki Phase 1,More than 10,Most likely,Likely,Most likely,Highly Unlikely,Likely,Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order online and get delivered,An app belonging to the restaurant,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Indifferent,A Shawarma Expert
2018/09/08 7:38:05 PM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Lekki Phase 1,2 - 3,Most likely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Likely,Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Pizza Connoisseur
2018/09/08 7:47:55 PM GMT+1,25 - 34,Male,"Shy, but I hold my own.",Victoria Island,7 - 10,Most likely,Highly Unlikely,Likely,Most likely,Highly Unlikely,Quality;Value for your money,Domino's Pizza,Order online and get delivered;Order in a physical store and takeaway,An app belonging to the restaurant,Indifferent,Strongly Agree,Strongly Agree,Agree,Indifferent,Strongly Agree,Agree,A Jollof Warrior
2018/09/08 7:49:23 PM GMT+1,18 - 24,Female,"Shy, but I hold my own.",Victoria Island,4 - 6,Likely,Most likely,Most likely,Most likely,Most likely,Closest place;Cheapest place;Vast menu options;Quality,Domino's Pizza,Order online and get delivered,An app belonging to the restaurant,Agree,Agree,Agree,Agree,Agree,Agree,Indifferent,A Pizza Connoisseur
2018/09/08 7:53:42 PM GMT+1,40+,Male,"Passionate, I sometimes over talk.",Magodo,7 - 10,Most likely,Highly Unlikely,Likely,Most likely,Most likely,Closest place;Quality;Value for your money,Domino's Pizza;Tantaliser,Order online and get delivered;Order in a physical store and takeaway,Via SMS,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Indifferent,A Jollof Warrior
2018/09/08 7:55:48 PM GMT+1,40+,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Gbagada,More than 10,Likely,Highly Unlikely,Likely,Most likely,Likely,Value for your money,Domino's Pizza;Debonair's Pizza;yellow chilli,Order online and pick up,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Small Chops Supremacist
2018/09/08 8:02:39 PM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Magodo;Ikoyi;Lekki Phase 1,2 - 3,Most likely,Highly Unlikely,Likely,Most likely,Most likely,Closest place;Vast menu options;Quality,Domino's Pizza,Order in a physical store and dine in;Order online and pick up;Order in a physical store and takeaway,Via Emails,Indifferent,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,A Jollof Warrior
2018/09/08 8:09:20 PM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,More than 10,Most likely,Highly Unlikely,Most likely,Likely,Most likely,Vast menu options;Value for your money,Pick n pay sharwama,Order online and get delivered;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A Pizza Connoisseur
2018/09/08 8:42:44 PM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island,0 - 1,Most likely,Highly Unlikely,Likely,Likely,Likely,Value for your money,Chicken republic,Order in a physical store and takeaway,Via SMS,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagrre,A Jollof Warrior
2018/09/08 8:52:41 PM GMT+1,18 - 24,Female,"Shy, but I hold my own.",Magodo;Gbagada,2 - 3,Highly Unlikely,Likely,Most likely,Most likely,Most likely,Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Small Chops Supremacist
2018/09/08 8:56:16 PM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),,2 - 3,Highly Unlikely,Highly Unlikely,Most likely,Most likely,Likely,Quality;Value for your money,Domino's Pizza,Order online and get delivered,Instagram,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Small Chops Supremacist
2018/09/08 9:04:18 PM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,More than 10,Most likely,Highly Unlikely,Highly Unlikely,Likely,Most likely,Vast menu options;Quality,Domino's Pizza;Debonair's Pizza,Order online and get delivered;Order in a physical store and dine in;Order in a physical store and takeaway,Via Emails,Strongly Agree,Strongly Agree,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/08 9:12:18 PM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Lekki Phase 1,4 - 6,Most likely,Highly Unlikely,Likely,Likely,Likely,Closest place;Vast menu options;Quality;Value for your money,Domino's Pizza;Chicken republic,Order online and get delivered;Order in a physical store and takeaway,Via SMS,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Indifferent,A Jollof Warrior
2018/09/08 9:15:57 PM GMT+1,25 - 34,Female,"Shy, but I hold my own.",Victoria Island;Ikoyi;Lekki Phase 1,7 - 10,Likely,Highly Unlikely,Likely,Likely,Most likely,Vast menu options;Quality;Value for your money,Domino's Pizza,Order online and get delivered,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Small Chops Supremacist
2018/09/08 9:19:19 PM GMT+1,40+,Male,"Passionate, I sometimes over talk.",Magodo;Gbagada,2 - 3,Most likely,Likely,Likely,Likely,Highly Unlikely,Quality;Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,A Jollof Warrior
2018/09/08 9:22:22 PM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Gbagada,0 - 1,Likely,Most likely,Highly Unlikely,Likely,Most likely,Quality,Domino's Pizza,Order in a physical store and dine in,Via SMS,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Small Chops Supremacist
2018/09/08 9:23:57 PM GMT+1,35 - 39,Male,"Passionate, I sometimes over talk.",Gbagada,2 - 3,Likely,Most likely,Most likely,Most likely,Most likely,Quality;Value for your money,Domino's Pizza,Order online and get delivered;Order in a physical store and dine in,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A Shawarma Expert
2018/09/08 9:25:12 PM GMT+1,25 - 34,Male,"Shy, but I hold my own.",Victoria Island,4 - 6,Likely,Most likely,Most likely,Likely,Likely,Value for your money,Domino's Pizza;Debonair's Pizza,Order in a physical store and dine in,In-stores,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A Burger Elitist
2018/09/08 9:35:16 PM GMT+1,25 - 34,Female,"Shy, but I hold my own.",Lekki Phase 1,2 - 3,Highly Unlikely,Likely,Most likely,Highly Unlikely,Likely,Closest place;Cheapest place,Domino's Pizza,Order in a physical store and takeaway,Via SMS,Stongly Disagrre,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Fried rice and chicken
2018/09/08 9:36:02 PM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Magodo;Ikoyi;Lekki Phase 1;Gbagada,2 - 3,Likely,Highly Unlikely,Likely,Highly Unlikely,Highly Unlikely,Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,Via SMS,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,A Jollof Warrior
2018/09/08 9:36:59 PM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Lekki Phase 1,More than 10,Likely,Highly Unlikely,Likely,Likely,Likely,Closest place;Vast menu options;Quality;Value for your money,Domino's Pizza;Debonair's Pizza,Order online and get delivered;Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,A Pizza Connoisseur
2018/09/08 9:41:56 PM GMT+1,25 - 34,Male,"Shy, but I hold my own.",Magodo;Gbagada,2 - 3,Likely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Quality,Debonair's Pizza,Order in a physical store and dine in,Via Emails,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/08 9:42:31 PM GMT+1,35 - 39,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,7 - 10,Likely,Highly Unlikely,Most likely,Highly Unlikely,Likely,Vast menu options,Domino's Pizza;Debonair's Pizza,Order in a physical store and dine in,Via SMS,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,A Pizza Connoisseur
2018/09/08 9:59:58 PM GMT+1,35 - 39,Female,"Passionate, I sometimes over talk.",Magodo,4 - 6,Likely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Quality,Country Kitchen,Order in a physical store and takeaway,An app belonging to the restaurant,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,A chicken chick
2018/09/08 10:00:03 PM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Magodo,More than 10,Most likely,Highly Unlikely,Most likely,Likely,Likely,Quality,Domino's Pizza,Order in a physical store and dine in,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Indifferent,Agree,A Pizza Connoisseur
2018/09/08 10:11:22 PM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,7 - 10,Likely,Highly Unlikely,Highly Unlikely,Likely,Highly Unlikely,Cheapest place;Quality;Value for your money,"Domino's Pizza;Debonair's Pizza;The place, hubmart, chicken republic",Order in a physical store and dine in,Via SMS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Stongly Disagrre,A Shawarma Expert
2018/09/08 10:34:47 PM GMT+1,18 - 24,Female,"Passionate, I sometimes over talk.",Magodo,2 - 3,Likely,Likely,Most likely,Highly Unlikely,Most likely,Vast menu options;Quality;Value for your money,Domino's Pizza;Sweet sensation,Order in a physical store and dine in;Order online and pick up;Order in a physical store and takeaway,Via SMS,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,A Burger Elitist
2018/09/08 10:35:39 PM GMT+1,25 - 34,Male,I am authoritative.,Gbagada,0 - 1,Most likely,Most likely,Highly Unlikely,Most likely,Highly Unlikely,Vast menu options;Value for your money,None ,Order in a physical store and dine in;Order in a physical store and takeaway,Via Emails,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Agree,A Jollof Warrior
2018/09/08 10:52:24 PM GMT+1,18 - 24,Male,"Shy, but I hold my own.",Lekki Phase 1,0 - 1,Most likely,Likely,Likely,Likely,Likely,Cheapest place,Schola,Order in a physical store and takeaway,In-stores,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,A Jollof Warrior
2018/09/08 10:58:24 PM GMT+1,25 - 34,Female,"Shy, but I hold my own.",Magodo;Gbagada,2 - 3,Most likely,Likely,Highly Unlikely,Highly Unlikely,Highly Unlikely,Quality,Domino's Pizza,Order in a physical store and dine in,Via Emails,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Fried rice expert
2018/09/08 11:05:42 PM GMT+1,18 - 24,Female,"Shy, but I hold my own.",,4 - 6,Most likely,Highly Unlikely,Highly Unlikely,Likely,Highly Unlikely,Quality,I don't eat pizza,Order in a physical store and dine in;Order in a physical store and takeaway,In-stores,Indifferent,Strongly Agree,Agree,Agree,Indifferent,Agree,Stongly Disagrre,A Jollof Warrior
2018/09/08 11:06:41 PM GMT+1,25 - 34,Female,"Passionate, I sometimes over talk.",Gbagada,2 - 3,Likely,Likely,Likely,Likely,Likely,Quality,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,Via Emails,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A Pizza Connoisseur
2018/09/08 11:09:22 PM GMT+1,18 - 24,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Victoria Island;Ikoyi;Lekki Phase 1,4 - 6,Highly Unlikely,Likely,Most likely,Most likely,Most likely,Closest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in,Via Emails,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A Shawarma Expert
2018/09/08 11:12:48 PM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,2 - 3,Most likely,Highly Unlikely,Highly Unlikely,Likely,Highly Unlikely,Vast menu options;Value for your money,Bukka Hut,Order in a physical store and takeaway,Via SMS,Indifferent,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Stongly Disagrre,A swallow Dragon
2018/09/08 11:13:45 PM GMT+1,18 - 24,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,4 - 6,Likely,Likely,Likely,Most likely,Likely,Value for your money,KFC,Order online and get delivered,An app belonging to the restaurant,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Chicken and Fries
2018/09/08 11:16:46 PM GMT+1,18 - 24,Male,"Shy, but I hold my own.",Gbagada,7 - 10,Most likely,Highly Unlikely,Most likely,Likely,Likely,Closest place;Cheapest place;Quality;Value for your money,Domino's Pizza,Order in a physical store and dine in;Order in a physical store and takeaway,An app belonging to the restaurant,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Indifferent,A Jollof Warrior
2018/09/08 11:18:57 PM GMT+1,18 - 24,Male,"Shy, but I hold my own.",Magodo,7 - 10,Most likely,Highly Unlikely,Likely,Likely,Most likely,Closest place;Vast menu options;Value for your money,Domino's Pizza,Order in a physical store and dine in,Via SMS,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/08 11:19:33 PM GMT+1,18 - 24,Male,I am authoritative.,Magodo;Gbagada,4 - 6,Most likely,Likely,Most likely,Highly Unlikely,Likely,Closest place;Vast menu options;Quality,Domino's Pizza;Debonair's Pizza,Order online and get delivered;Order online and pick up,Via Emails,Strongly Agree,Strongly Agree,Agree,Agree,Indifferent,Agree,Indifferent,A Pizza Connoisseur
2018/09/08 11:21:09 PM GMT+1,25 - 34,Male,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,0 - 1,Most likely,Highly Unlikely,Likely,Likely,Likely,Quality,Domino's Pizza,Order in a physical store and takeaway,Via Emails,Indifferent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Shawarma Expert
2018/09/08 11:22:44 PM GMT+1,25 - 34,Female,I am original and a nonconformist ( My opinion is not influenced by the group),Lekki Phase 1,7 - 10,Likely,Highly Unlikely,Most likely,Most likely,Likely,Closest place;Quality;Value for your money,Domino's Pizza,Order online and get delivered;Order in a physical store and dine in;Order in a physical store and takeaway,Via Emails,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Indifferent,A Jollof Warrior
2018/09/08 11:24:55 PM GMT+1,25 - 34,Male,I am authoritative.,Magodo,4 - 6,Most likely,Highly Unlikely,Highly Unlikely,Likely,Likely,Cheapest place,Domino's Pizza,Order in a physical store and dine in,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/08 11:26:34 PM GMT+1,18 - 24,Female,"Passionate, I sometimes over talk.",Gbagada,More than 10,Most likely,Highly Unlikely,Likely,Most likely,Most likely,Closest place;Vast menu options;Value for your money,Domino's Pizza,Order online and get delivered,Via SMS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,Small Chops Supremacist
2018/09/08 11:26:55 PM GMT+1,25 - 34,Female,"Shy, but I hold my own.",Lekki Phase 1;Gbagada,2 - 3,Most likely,Likely,Most likely,Highly Unlikely,Most likely,Vast menu options,Domino's Pizza,Order in a physical store and takeaway,Via SMS,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,A Jollof Warrior
2018/09/08 11:27:16 PM GMT+1,18 - 24,Male,"Shy, but I hold my own.",Lekki Phase 1,4 - 6,Likely,Likely,Most likely,Most likely,Likely,Closest place;Quality;Value for your money,Domino's Pizza,Order online and get delivered;Order in a physical store and dine in;Order online and pick up;Order in a physical store and takeaway,Via Emails,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Indifferent,A Pizza Connoisseur
2018/09/08 11:32:13 PM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Gbagada,4 - 6,Most likely,Likely,Highly Unlikely,Likely,Most likely,Closest place;Cheapest place;Vast menu options;Quality;Value for your money,Domino's Pizza,Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Indifferent,A Jollof Warrior
2018/09/08 11:34:03 PM GMT+1,18 - 24,Male,"Passionate, I sometimes over talk.",Magodo,More than 10,Most likely,Highly Unlikely,Likely,Likely,Likely,Vast menu options;Quality;Value for your money,Domino's Pizza,Order online and get delivered;Order in a physical store and dine in;Order in a physical store and takeaway,Via Emails,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Indifferent,A Jollof Warrior
